English,Maths,Science,SST,Hindi,GK,study_hours,distraction_time,sleep_time,grade,pass_fail
91,58,67,100,53,82,5.8,0.2,7.8,B,Pass
91,10,13,12,87,79,3.1,1.4,6.6,D,Fail
60,90,16,49,25,6,7.4,1.8,5.5,F,Fail
89,34,83,83,22,68,3.7,0.4,5.7,C,Fail
47,71,90,65,22,84,4.3,2.2,5.1,C,Fail
100,42,11,52,13,51,1.7,4.2,6.3,F,Fail
40,20,47,55,34,43,2.1,2.9,7.3,F,Fail
97,7,100,93,66,93,4.4,4.6,7.5,B,Fail
73,29,42,25,11,58,5.4,3.2,8.4,F,Fail
42,76,80,86,38,72,1.4,4.2,5.1,C,Pass
25,17,84,40,41,32,3.4,4.0,6.9,F,Fail
27,13,82,25,73,16,7.9,2.3,7.4,F,Fail
82,23,94,69,19,38,6.1,0.4,8.6,D,Fail
5,15,71,22,17,13,1.7,4.3,8.8,F,Fail
47,78,10,1,86,23,5.8,0.2,5.8,F,Fail
66,31,35,20,69,65,8.0,3.5,8.7,D,Fail
23,62,77,40,75,90,1.7,3.2,9.3,C,Fail
58,0,85,0,30,21,4.8,0.6,9.2,F,Fail
75,26,86,0,1,94,1.5,4.7,6.7,D,Fail
27,69,38,18,63,57,1.7,1.6,7.6,D,Fail
4,22,68,9,67,11,3.0,4.9,8.1,F,Fail
23,68,12,99,8,17,4.4,2.5,8.6,F,Fail
25,43,41,9,72,0,6.3,2.0,9.0,F,Fail
63,77,86,54,62,17,2.5,1.9,4.6,D,Fail
75,90,63,12,67,88,4.4,0.5,7.7,C,Fail
37,53,35,66,78,10,6.5,0.8,6.7,D,Fail
86,97,84,32,4,80,6.1,4.2,6.4,C,Fail
89,79,79,43,13,89,2.1,2.0,9.4,C,Fail
80,96,29,84,80,74,8.0,1.7,6.3,C,Fail
91,72,43,61,30,15,5.9,2.7,8.9,D,Fail
1,11,57,91,95,55,3.4,3.1,4.0,D,Fail
17,2,76,12,28,65,7.5,4.0,8.2,F,Fail
38,40,4,7,97,55,3.9,2.7,4.3,F,Fail
99,95,84,46,81,65,6.2,3.7,4.7,B,Pass
60,62,49,37,91,94,2.5,2.5,6.4,C,Pass
96,38,11,62,8,78,3.7,3.7,5.0,D,Fail
27,55,98,28,4,3,3.4,3.8,5.4,F,Fail
28,85,98,56,61,58,6.9,2.1,5.3,C,Fail
70,97,9,87,88,47,6.2,0.0,4.8,C,Fail
62,48,71,84,40,82,3.4,0.6,9.3,C,Pass
52,91,69,56,75,66,3.2,2.2,7.7,C,Pass
62,7,25,37,91,98,4.3,1.2,9.7,D,Fail
6,24,50,49,95,63,1.5,0.8,4.9,D,Fail
98,67,41,65,43,27,5.4,0.2,9.4,D,Fail
92,1,54,33,96,19,4.8,0.7,8.7,D,Fail
83,0,64,88,96,86,7.5,1.5,9.4,C,Fail
54,0,32,69,55,22,2.3,1.6,4.8,F,Fail
5,24,16,27,31,92,6.1,3.5,8.2,F,Fail
32,57,47,82,54,40,6.2,1.1,9.5,D,Fail
20,62,45,54,61,38,3.2,4.8,9.9,D,Fail
5,58,89,69,38,56,4.6,4.3,5.1,D,Fail
84,53,70,43,83,66,1.3,1.1,8.2,C,Pass
61,82,60,93,10,76,3.5,3.8,5.8,C,Fail
65,22,48,19,93,14,5.7,4.8,8.2,F,Fail
7,51,13,57,10,58,7.7,3.1,7.1,F,Fail
15,41,15,99,11,75,4.8,0.5,7.7,F,Fail
78,21,79,87,2,0,2.6,2.0,6.2,F,Fail
62,80,40,20,44,12,4.1,0.9,4.6,F,Fail
47,25,98,91,60,61,3.1,4.7,5.5,C,Fail
8,43,55,93,2,97,1.3,2.5,5.3,D,Fail
52,79,50,41,25,58,5.8,4.8,6.2,D,Fail
40,0,64,69,74,49,7.2,2.3,5.2,D,Fail
73,62,24,9,76,0,1.1,4.6,6.1,F,Fail
37,0,83,4,43,95,2.6,4.5,7.1,F,Fail
44,59,65,94,46,25,5.0,3.2,5.7,D,Fail
38,67,39,35,20,96,2.7,4.7,5.8,D,Fail
85,55,56,58,100,6,5.1,0.7,7.1,C,Fail
99,52,45,56,60,88,2.6,3.1,7.1,C,Pass
70,12,16,28,80,99,2.9,1.9,8.5,D,Fail
1,61,19,86,81,55,4.3,1.9,6.5,D,Fail
9,58,24,27,89,75,5.0,2.7,6.4,D,Fail
22,77,16,78,84,37,1.8,2.3,7.5,D,Fail
63,35,64,82,42,25,5.6,4.1,9.3,D,Fail
85,72,59,92,63,49,4.8,3.0,7.2,C,Pass
53,9,24,17,63,78,1.1,0.2,4.2,F,Fail
78,70,42,79,87,86,7.4,0.4,9.7,C,Pass
93,79,19,92,80,18,5.6,1.6,7.7,C,Fail
83,93,20,46,34,43,7.9,2.3,9.6,D,Fail
38,72,17,99,39,35,2.3,3.4,4.6,D,Fail
78,43,75,1,72,34,1.7,2.6,8.1,D,Fail
44,56,36,6,15,49,7.5,1.9,5.5,F,Fail
31,5,1,38,48,26,6.5,4.5,7.0,F,Fail
84,50,93,24,52,87,7.0,4.1,4.5,C,Fail
99,76,8,27,54,45,3.1,0.5,5.9,D,Fail
9,22,20,89,44,2,7.2,0.6,8.3,F,Fail
41,96,3,89,61,7,7.7,2.2,4.3,D,Fail
7,6,36,99,54,66,2.9,3.0,9.9,F,Fail
57,62,26,75,91,67,4.7,4.0,8.8,C,Fail
66,30,100,11,54,100,6.6,1.6,7.1,C,Fail
90,53,21,0,47,42,7.3,1.6,6.0,F,Fail
16,52,21,81,9,23,4.0,3.5,7.9,F,Fail
25,99,58,61,79,4,4.7,3.6,7.8,D,Fail
94,52,6,9,38,85,1.8,1.7,4.7,D,Fail
21,56,95,10,13,30,7.1,1.9,7.1,F,Fail
98,63,76,83,82,78,2.0,4.3,7.0,B,Pass
5,78,67,5,65,35,3.6,4.9,8.8,F,Fail
6,21,71,10,1,29,6.3,1.2,4.9,F,Fail
71,4,91,65,84,48,2.7,4.3,5.9,C,Fail
27,10,45,20,41,31,7.2,0.4,9.0,F,Fail
21,33,9,64,64,87,1.7,2.6,9.9,D,Fail
3,22,69,33,40,17,3.3,4.5,4.1,F,Fail
24,51,16,50,2,54,3.9,1.5,4.6,F,Fail
67,58,91,58,12,61,5.8,0.6,8.6,D,Fail
64,17,12,70,76,80,2.2,2.8,7.4,D,Fail
74,13,52,9,71,30,6.8,4.9,6.7,F,Fail
63,81,54,66,8,5,7.4,3.8,8.4,D,Fail
98,98,29,34,62,21,3.0,1.5,6.3,D,Fail
33,30,96,3,13,14,3.8,1.7,9.2,F,Fail
67,17,23,26,32,63,2.6,1.8,5.0,F,Fail
34,5,90,91,74,8,6.5,0.9,7.8,D,Fail
62,94,6,36,88,91,6.2,4.9,9.9,C,Fail
59,48,80,96,55,33,2.2,2.7,9.7,C,Pass
19,86,46,18,100,67,3.6,2.6,9.6,D,Fail
84,78,4,68,24,87,3.8,0.5,6.0,D,Fail
40,77,90,67,86,37,1.7,0.9,9.5,C,Pass
70,44,17,31,1,40,5.7,2.9,9.6,F,Fail
37,0,68,53,13,24,7.8,2.6,5.1,F,Fail
7,15,7,22,72,95,6.4,2.5,8.7,F,Fail
43,14,14,92,22,86,6.6,2.4,5.8,D,Fail
91,31,32,42,12,91,4.6,2.8,4.0,D,Fail
66,80,97,31,72,59,3.0,3.4,4.5,C,Fail
84,68,67,60,7,88,2.7,4.6,5.9,C,Fail
27,69,47,53,41,35,4.7,0.5,6.7,D,Fail
30,28,56,32,52,9,2.6,0.7,9.3,F,Fail
95,96,1,1,68,73,6.4,0.1,6.9,D,Fail
39,62,24,37,36,81,4.7,0.5,9.8,D,Fail
3,93,51,54,99,72,2.9,1.1,4.0,C,Fail
46,22,67,64,58,8,5.8,2.6,9.5,F,Fail
43,45,14,87,52,47,2.3,2.9,9.6,D,Fail
34,30,3,47,13,24,5.6,0.4,7.9,F,Fail
94,59,34,62,19,15,4.1,0.9,4.9,D,Fail
97,6,46,48,77,42,1.3,2.0,5.0,D,Fail
80,31,59,59,51,65,2.4,2.6,6.7,D,Fail
32,0,96,99,63,94,7.8,4.1,9.1,C,Fail
23,67,54,88,2,91,3.0,3.0,5.7,D,Fail
60,85,88,23,42,100,4.9,2.7,4.7,C,Fail
100,86,5,18,75,89,7.0,3.3,4.6,C,Fail
29,70,20,64,3,45,6.3,2.4,8.4,F,Fail
94,30,27,63,36,66,1.7,0.5,7.3,D,Fail
35,56,69,3,48,93,7.2,4.9,9.0,D,Fail
92,22,67,58,82,89,3.5,3.1,8.6,C,Fail
83,50,86,22,31,40,3.6,1.6,5.2,D,Fail
77,71,74,41,42,32,3.5,2.7,5.6,D,Fail
63,63,59,51,71,67,3.7,2.8,8.2,C,Pass
72,38,65,72,55,5,2.7,0.2,7.7,D,Fail
66,53,15,34,74,86,5.4,4.2,9.4,D,Fail
50,9,27,35,59,9,5.9,0.5,5.6,F,Fail
55,5,93,18,51,61,3.2,1.8,6.5,D,Fail
44,94,57,31,87,9,6.4,2.6,7.6,D,Fail
72,18,6,14,80,45,6.9,2.6,8.1,F,Fail
2,2,74,68,92,27,2.5,0.2,7.5,F,Fail
85,63,42,75,90,57,4.2,3.3,5.0,C,Pass
78,22,43,43,18,43,7.0,1.4,4.1,F,Fail
15,95,8,40,37,68,4.4,2.0,9.4,F,Fail
84,47,7,26,8,91,5.9,1.9,6.5,F,Fail
14,72,89,80,72,66,4.9,3.4,8.9,C,Fail
23,61,56,35,59,85,2.6,4.0,4.5,D,Fail
83,2,35,96,81,35,4.0,1.5,7.6,D,Fail
8,90,78,51,95,47,1.4,3.2,7.9,C,Fail
15,27,5,60,5,65,4.2,1.7,8.9,F,Fail
79,46,8,51,14,33,5.9,4.1,7.9,F,Fail
66,1,49,13,55,92,3.2,0.2,9.5,D,Fail
92,43,26,15,90,38,7.8,1.7,8.2,D,Fail
49,53,26,80,78,85,6.9,2.9,4.0,C,Fail
38,48,58,19,60,8,3.4,0.1,4.8,F,Fail
60,74,80,99,25,99,6.5,1.3,4.6,C,Fail
27,89,5,33,91,8,3.4,4.1,4.3,F,Fail
32,6,2,19,4,66,6.4,2.8,7.6,F,Fail
96,1,99,20,77,13,1.0,1.6,5.3,D,Fail
93,99,19,51,15,97,4.9,2.3,8.8,C,Fail
63,29,35,4,84,37,3.9,2.0,8.9,F,Fail
12,8,16,94,43,44,1.7,3.3,9.9,F,Fail
57,29,4,7,36,46,2.6,0.3,4.5,F,Fail
62,85,46,24,49,92,3.8,3.5,4.5,D,Fail
93,54,54,45,30,33,5.9,0.1,5.4,D,Fail
56,16,10,70,80,91,5.7,1.3,6.3,D,Fail
15,89,3,61,83,63,3.1,2.1,6.4,D,Fail
30,6,85,4,36,0,2.8,0.0,4.7,F,Fail
80,59,23,30,27,44,2.5,1.6,4.2,F,Fail
70,45,52,47,8,21,7.7,3.3,6.1,F,Fail
11,51,25,14,66,72,1.7,3.0,8.8,F,Fail
40,27,20,92,88,93,7.8,0.1,6.2,C,Fail
88,0,31,84,76,33,2.5,0.3,7.9,D,Fail
73,41,58,72,74,37,4.5,0.4,7.3,D,Pass
49,29,34,58,16,94,3.8,3.0,6.8,D,Fail
13,15,54,8,7,72,4.9,2.3,5.1,F,Fail
81,20,4,70,11,58,7.4,0.9,5.9,F,Fail
44,79,24,26,50,41,3.9,0.6,7.7,F,Fail
78,57,79,71,99,95,2.8,0.7,4.1,B,Pass
10,5,21,77,91,11,3.4,3.7,9.4,F,Fail
38,59,69,53,24,19,4.9,1.5,4.3,F,Fail
26,51,1,20,8,87,6.1,0.5,6.0,F,Fail
93,44,1,75,76,66,2.4,0.8,4.5,D,Fail
5,41,51,26,78,14,4.6,3.8,8.5,F,Fail
56,19,19,81,63,97,6.2,0.7,6.2,D,Fail
75,4,63,26,19,59,2.6,1.2,7.0,F,Fail
35,86,73,64,10,48,7.9,1.4,4.4,D,Fail
79,65,24,90,66,86,4.6,2.5,5.4,C,Fail
27,46,22,82,56,88,5.8,2.4,9.9,D,Fail
49,63,98,80,74,36,5.8,4.7,5.2,C,Pass
63,17,28,97,59,53,1.2,1.1,6.9,D,Fail
16,79,52,14,78,39,3.3,0.1,8.6,D,Fail
73,96,25,75,82,14,2.8,4.5,7.2,C,Fail
64,76,59,95,97,55,4.7,2.0,7.9,C,Pass
50,40,78,69,92,100,6.7,3.3,9.0,C,Pass
26,91,71,94,75,41,5.4,0.8,5.7,C,Fail
23,44,83,70,6,15,7.7,1.1,5.8,F,Fail
55,11,92,14,7,57,6.7,0.8,6.1,F,Fail
43,13,74,95,91,5,3.4,2.2,5.0,D,Fail
77,50,30,93,26,99,1.5,3.8,4.3,C,Fail
42,81,51,13,58,19,5.8,0.8,5.4,F,Fail
67,43,5,86,56,57,1.4,4.3,9.3,D,Fail
46,4,2,14,1,1,4.8,2.4,8.4,F,Fail
40,68,29,43,9,96,6.4,2.7,7.0,D,Fail
34,64,16,30,69,76,7.2,2.6,6.1,D,Fail
50,14,11,45,63,71,2.9,0.7,7.3,F,Fail
49,91,24,39,31,99,1.7,3.1,5.3,D,Fail
99,26,80,6,72,98,1.6,0.3,7.0,C,Fail
94,18,40,54,86,83,2.5,1.4,9.3,C,Fail
21,69,23,61,41,21,7.0,2.9,6.9,F,Fail
36,51,23,82,83,90,4.2,5.0,8.3,C,Fail
0,29,83,23,45,1,6.4,3.7,9.1,F,Fail
64,44,46,15,2,69,5.9,2.7,4.1,F,Fail
54,21,36,84,28,25,1.7,4.8,9.8,F,Fail
83,90,69,32,29,49,3.0,4.9,9.7,D,Fail
51,50,20,70,57,97,3.0,1.3,4.4,D,Fail
48,71,36,9,79,65,6.4,1.9,4.1,D,Fail
94,67,63,15,9,20,7.3,4.2,7.9,F,Fail
80,81,9,91,12,33,6.4,4.7,9.5,D,Fail
76,25,67,78,15,52,7.1,4.2,9.8,D,Fail
69,60,4,58,1,1,2.3,2.0,9.6,F,Fail
49,9,26,23,21,88,5.9,1.9,7.2,F,Fail
39,15,71,87,15,90,6.9,3.3,4.9,D,Fail
83,82,56,50,17,76,1.2,1.3,7.6,C,Fail
68,27,88,83,84,12,4.1,2.7,7.8,C,Fail
37,64,55,29,95,58,2.5,2.9,7.7,D,Fail
55,25,14,80,34,88,3.0,4.4,4.5,D,Fail
62,28,47,62,57,20,2.6,1.8,9.5,D,Fail
81,9,21,43,83,82,5.2,0.1,9.9,D,Fail
0,33,34,89,60,29,1.6,3.4,5.9,F,Fail
39,94,64,36,63,0,5.7,3.2,9.2,D,Fail
63,14,47,75,55,88,5.1,1.1,6.4,D,Fail
86,78,88,59,93,43,7.5,2.5,8.4,C,Pass
53,22,59,79,34,53,6.3,3.8,4.4,D,Fail
44,12,52,92,38,83,7.5,5.0,8.7,D,Fail
52,99,71,2,61,28,3.5,1.8,8.1,D,Fail
55,48,42,9,12,56,4.2,4.8,8.8,F,Fail
57,92,9,62,70,60,2.8,1.3,7.4,D,Fail
12,26,11,93,49,95,1.7,3.0,7.0,D,Fail
70,64,2,19,1,41,4.0,2.1,7.6,F,Fail
42,49,94,42,96,23,2.7,3.4,7.5,D,Fail
1,25,24,49,85,38,3.6,1.7,9.0,F,Fail
67,96,17,94,27,41,3.9,1.1,8.2,D,Fail
2,70,62,19,70,70,3.4,4.0,9.4,D,Fail
16,83,97,52,51,32,4.3,2.1,5.8,D,Fail
63,96,7,68,32,24,4.0,4.5,8.5,D,Fail
32,28,38,56,95,100,5.6,0.5,9.4,D,Fail
8,28,96,73,27,52,1.9,0.7,7.1,D,Fail
5,44,39,22,97,41,3.7,4.4,6.4,F,Fail
73,74,20,24,60,97,1.8,4.6,8.0,D,Fail
60,31,52,43,10,46,3.9,2.4,7.4,F,Fail
32,96,41,99,12,13,6.1,2.8,7.3,D,Fail
64,4,29,81,44,100,4.9,3.1,9.2,D,Fail
13,37,15,60,58,74,1.7,4.7,5.1,F,Fail
10,10,15,37,29,40,7.5,0.3,5.0,F,Fail
97,59,18,97,58,99,6.0,1.9,7.0,C,Fail
91,71,28,5,93,65,3.4,3.5,4.1,D,Fail
86,20,15,3,45,7,5.5,4.5,7.1,F,Fail
90,50,99,99,62,87,2.6,1.2,6.0,B,Pass
15,58,8,68,9,93,2.6,2.8,9.3,F,Fail
3,27,71,34,1,40,3.7,1.8,9.3,F,Fail
26,66,38,72,39,27,2.1,3.3,8.5,F,Fail
55,72,25,87,51,5,1.9,1.5,5.0,D,Fail
73,66,28,70,89,7,3.4,2.8,4.6,D,Fail
79,78,65,20,93,70,3.2,4.6,8.5,C,Fail
3,97,64,9,93,95,7.8,4.9,5.9,C,Fail
90,52,34,3,67,95,7.3,3.0,6.6,D,Fail
69,61,98,31,45,22,3.7,3.7,8.3,D,Fail
74,57,84,42,87,14,3.4,0.1,8.8,D,Fail
92,40,62,95,93,71,7.2,0.9,7.4,B,Pass
42,100,66,22,97,81,6.9,4.2,6.5,C,Fail
20,94,57,84,96,27,5.2,3.0,8.7,C,Fail
39,85,0,76,64,9,6.5,3.5,8.3,D,Fail
57,36,9,2,33,33,7.5,1.1,7.5,F,Fail
57,23,8,40,23,24,6.8,4.0,9.9,F,Fail
88,58,34,37,91,82,6.4,2.9,9.6,C,Pass
55,98,7,40,22,53,2.5,4.0,6.2,D,Fail
34,98,62,66,35,92,6.4,3.6,7.3,C,Pass
100,58,53,88,65,29,7.0,2.1,5.2,C,Fail
0,55,38,86,17,41,1.2,4.9,6.8,F,Fail
74,32,29,4,49,64,4.7,0.1,6.2,F,Fail
44,51,65,61,75,90,7.5,1.1,6.5,C,Pass
94,6,38,50,98,6,2.4,1.2,8.7,D,Fail
72,63,96,11,33,26,3.9,3.1,5.6,D,Fail
6,67,79,85,59,47,6.1,2.8,5.2,D,Fail
96,76,51,83,53,40,4.5,4.8,4.6,C,Pass
47,32,40,29,77,46,6.1,1.5,6.1,D,Fail
85,56,67,98,71,97,3.7,3.1,4.9,B,Pass
16,79,47,38,14,16,1.1,1.6,4.2,F,Fail
29,86,36,6,73,79,2.5,0.7,5.8,D,Fail
19,30,13,22,1,28,4.0,4.7,5.6,F,Fail
11,82,41,83,100,94,3.9,1.8,5.0,C,Fail
12,38,90,88,65,34,5.0,5.0,8.8,D,Fail
12,55,45,72,98,45,5.2,4.4,8.4,D,Fail
73,68,30,23,31,66,1.8,2.4,6.2,D,Fail
23,33,51,47,86,52,1.4,4.4,6.8,D,Fail
52,49,28,73,54,60,5.7,2.7,5.0,D,Fail
99,83,15,27,56,25,8.0,4.4,6.4,D,Fail
42,45,35,65,56,5,6.4,4.6,9.6,F,Fail
75,17,37,5,91,27,6.7,2.7,9.2,F,Fail
72,44,52,1,48,72,6.4,0.7,4.4,D,Fail
57,3,29,56,46,17,4.7,1.0,7.5,F,Fail
48,29,51,36,62,11,1.0,1.3,9.6,F,Fail
13,12,57,48,49,66,7.1,3.0,7.3,F,Fail
5,17,5,40,56,49,4.5,4.1,9.1,F,Fail
42,71,55,72,69,32,2.2,0.2,9.9,D,Fail
44,36,20,89,78,43,3.1,3.1,7.1,D,Fail
7,4,9,14,55,54,1.7,3.2,4.9,F,Fail
62,87,25,33,71,38,6.3,3.2,9.6,D,Fail
61,9,96,99,53,30,6.3,1.9,9.9,D,Fail
99,99,49,23,26,81,7.7,3.2,4.5,C,Fail
4,10,79,51,33,80,2.2,4.1,9.4,F,Fail
88,4,29,44,86,37,7.7,1.4,9.6,D,Fail
8,22,2,85,55,39,2.5,4.0,5.3,F,Fail
41,2,56,13,45,18,6.1,3.4,8.8,F,Fail
25,64,1,69,44,77,4.8,1.7,6.1,D,Fail
97,11,90,23,96,78,3.0,0.5,5.8,C,Fail
44,34,76,8,9,64,3.3,0.7,5.5,F,Fail
85,9,89,18,49,67,3.4,3.5,7.9,D,Fail
59,64,27,82,99,0,3.4,1.8,6.7,D,Fail
31,8,82,10,47,50,2.9,3.6,5.8,F,Fail
57,0,1,9,90,26,4.9,3.1,4.3,F,Fail
92,97,25,68,82,38,7.7,2.6,4.8,C,Fail
26,75,66,67,46,74,2.0,1.9,8.2,D,Fail
33,32,71,83,83,42,3.9,2.5,6.4,D,Fail
33,42,76,95,87,15,5.5,1.7,9.0,D,Fail
83,96,54,5,39,90,2.4,0.2,4.4,C,Fail
95,72,98,43,75,10,7.4,4.4,5.3,C,Fail
93,0,62,11,4,77,5.2,1.6,5.8,F,Fail
25,12,62,66,62,10,1.2,4.7,4.4,F,Fail
9,53,54,81,61,54,2.6,2.9,4.5,D,Fail
41,58,69,10,77,27,5.6,1.6,9.8,D,Fail
57,39,3,63,47,69,5.8,1.3,9.8,D,Fail
40,59,74,45,39,58,2.1,4.9,9.4,D,Pass
2,65,10,23,49,87,5.2,4.2,7.2,F,Fail
46,22,59,87,20,65,1.7,4.0,5.6,D,Fail
89,91,58,89,44,65,2.4,0.9,4.5,C,Pass
83,76,26,86,79,30,6.6,0.5,7.9,C,Fail
53,65,86,31,14,54,4.1,2.8,4.2,D,Fail
48,85,37,55,33,0,5.4,2.8,7.2,F,Fail
13,89,38,17,83,40,7.5,4.4,8.0,D,Fail
21,10,40,48,10,51,3.1,4.3,7.3,F,Fail
73,5,80,70,95,12,6.4,4.1,4.3,D,Fail
25,3,36,20,27,81,6.2,0.8,9.2,F,Fail
25,16,55,92,83,29,2.8,1.9,8.8,D,Fail
61,9,69,9,84,43,6.6,2.8,8.8,D,Fail
18,69,89,61,8,45,7.9,4.4,9.2,D,Fail
61,98,45,5,28,18,5.4,0.8,9.4,F,Fail
50,38,86,19,1,31,6.5,4.7,10.0,F,Fail
24,8,86,86,25,63,5.4,0.5,5.7,D,Fail
47,79,62,87,35,62,3.8,4.6,8.0,C,Pass
42,0,8,26,70,2,2.2,1.7,9.7,F,Fail
30,64,17,5,41,67,1.9,2.5,9.6,F,Fail
42,94,54,18,20,57,5.5,3.5,6.8,D,Fail
66,78,100,73,8,22,4.4,4.8,8.9,D,Fail
83,71,97,94,56,7,3.4,1.1,9.4,C,Fail
40,33,99,80,11,79,4.8,3.5,4.1,D,Fail
58,50,87,52,80,8,7.9,1.9,8.7,D,Fail
81,58,29,66,54,33,1.2,1.1,6.9,D,Fail
70,61,28,1,89,56,4.7,1.3,8.2,D,Fail
17,69,26,53,23,96,3.0,2.5,6.0,D,Fail
91,83,60,81,41,95,3.5,3.1,9.3,B,Pass
46,44,4,30,30,97,6.7,0.3,9.3,F,Fail
51,83,85,4,11,20,1.8,3.6,6.5,F,Fail
26,7,43,61,28,82,2.8,1.2,8.4,F,Fail
30,3,94,8,89,76,2.7,0.6,4.7,D,Fail
60,72,30,87,44,59,2.0,2.1,8.6,D,Fail
41,84,26,57,68,80,7.2,4.0,5.3,D,Fail
65,24,2,33,70,27,2.6,1.8,6.7,F,Fail
38,92,12,98,10,34,7.2,4.8,9.2,D,Fail
34,93,10,37,90,84,2.9,0.0,7.4,D,Fail
40,95,5,9,83,83,2.6,3.9,4.8,D,Fail
54,12,73,6,100,11,4.0,2.8,9.7,F,Fail
50,68,61,71,72,38,6.7,0.5,8.4,C,Pass
85,79,41,9,88,18,6.4,1.2,6.6,D,Fail
5,30,30,47,8,75,6.3,0.7,5.0,F,Fail
3,95,91,5,29,54,4.5,1.6,6.6,D,Fail
73,73,4,28,99,11,5.7,4.3,6.0,D,Fail
13,9,47,63,2,71,6.1,1.9,7.3,F,Fail
18,78,19,57,41,93,4.6,2.6,8.5,D,Fail
28,81,19,64,2,7,7.9,4.0,8.5,F,Fail
21,95,4,57,72,78,3.2,2.8,7.8,D,Fail
32,21,50,10,57,49,5.5,2.4,5.7,F,Fail
38,57,8,92,22,46,6.8,4.7,9.2,F,Fail
45,57,35,67,87,59,5.1,3.9,5.4,D,Pass
12,61,18,11,89,47,4.1,1.2,8.3,F,Fail
80,42,99,49,45,72,5.1,2.2,5.7,C,Pass
29,100,35,75,99,98,1.1,0.1,9.3,C,Fail
27,38,65,42,4,91,3.1,2.2,8.3,F,Fail
26,60,76,49,91,81,1.3,4.5,5.7,C,Fail
99,72,7,93,47,35,3.2,2.6,4.5,D,Fail
35,94,30,23,20,95,3.6,1.7,5.5,D,Fail
63,38,0,96,41,76,4.8,2.8,7.3,D,Fail
2,60,50,35,74,89,4.6,0.7,6.3,D,Fail
63,57,82,9,10,6,6.6,5.0,8.8,F,Fail
85,52,64,26,6,64,2.6,3.9,4.6,D,Fail
84,67,59,3,7,89,2.3,3.7,5.2,D,Fail
92,90,44,62,93,5,5.7,0.4,8.8,C,Fail
77,7,66,98,26,33,4.6,0.7,7.0,D,Fail
54,74,8,93,56,44,4.8,3.2,7.9,D,Fail
94,1,16,35,2,62,1.3,3.2,7.8,F,Fail
22,58,80,48,54,74,2.9,2.0,4.2,D,Fail
71,92,24,6,85,72,2.8,0.2,8.3,D,Fail
66,49,47,71,69,56,1.7,3.2,9.8,D,Pass
50,20,78,55,97,46,7.3,1.0,4.7,D,Fail
47,61,91,69,2,37,5.7,1.7,7.4,D,Fail
7,65,70,60,16,70,5.0,1.5,9.6,D,Fail
20,81,45,45,91,15,6.3,2.3,5.4,D,Fail
44,57,27,16,35,11,7.0,4.2,7.8,F,Fail
39,92,1,92,93,99,3.4,2.0,5.4,C,Fail
30,46,59,72,97,40,5.6,1.2,8.4,D,Fail
21,55,15,57,71,93,5.1,1.3,9.9,D,Fail
41,42,51,57,19,55,5.7,3.6,8.1,F,Fail
75,31,92,44,84,66,5.9,4.4,5.9,C,Fail
64,19,70,40,0,73,5.0,3.6,6.4,F,Fail
88,28,14,18,57,52,6.1,3.6,7.4,F,Fail
21,54,63,40,94,84,3.6,4.6,6.5,D,Fail
69,96,17,57,0,21,2.8,1.4,5.1,F,Fail
61,18,58,79,18,100,4.6,0.6,5.2,D,Fail
23,0,27,46,84,59,2.3,1.9,8.9,F,Fail
95,7,36,85,71,9,6.1,2.4,6.9,D,Fail
44,5,15,21,90,20,2.2,0.6,9.6,F,Fail
93,25,97,19,60,5,1.2,3.6,9.5,D,Fail
15,3,31,83,92,94,1.8,3.1,4.3,D,Fail
15,19,41,9,51,59,4.3,0.7,5.7,F,Fail
76,24,49,100,99,87,8.0,0.0,4.9,C,Fail
3,27,28,81,83,47,6.6,4.1,5.4,F,Fail
12,42,8,39,45,57,5.6,2.9,9.9,F,Fail
88,15,50,79,98,86,6.9,0.9,5.8,C,Fail
66,23,85,13,21,97,7.2,3.5,9.3,D,Fail
68,18,52,84,1,52,2.9,1.6,8.0,D,Fail
97,24,34,28,75,86,6.2,4.0,6.2,D,Fail
72,2,21,94,13,2,6.1,2.3,5.5,F,Fail
44,68,96,43,46,56,1.7,3.8,4.9,D,Pass
59,9,39,1,44,26,5.3,4.6,5.4,F,Fail
56,32,47,2,31,76,3.9,4.6,4.5,F,Fail
11,89,44,35,79,50,4.5,1.7,7.9,D,Fail
83,100,26,46,84,65,4.0,3.3,8.5,C,Fail
21,75,65,1,97,17,7.2,4.0,4.5,D,Fail
5,26,14,30,43,85,2.9,4.9,7.0,F,Fail
94,35,73,57,18,86,2.4,4.3,4.0,C,Fail
60,58,90,1,74,7,1.7,3.1,8.2,D,Fail
16,62,25,98,35,44,6.7,0.4,7.6,D,Fail
89,55,11,7,98,92,2.5,3.2,8.7,D,Fail
60,9,49,19,27,13,6.3,2.6,5.8,F,Fail
72,81,9,57,64,59,1.0,0.6,7.3,D,Fail
74,88,97,58,0,30,3.9,3.1,7.8,D,Fail
87,49,35,44,35,33,3.1,2.5,5.3,D,Pass
78,62,3,4,9,43,5.2,2.8,4.6,F,Fail
30,45,48,5,69,18,2.4,1.4,8.2,F,Fail
32,49,30,83,67,95,1.9,2.2,5.0,D,Fail
80,3,36,70,62,50,1.5,2.8,4.3,D,Fail
54,8,50,15,52,58,4.3,5.0,4.9,F,Fail
35,75,49,98,94,52,1.6,1.4,4.8,C,Pass
42,94,57,76,58,45,6.9,1.9,9.5,C,Pass
